CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
20 24.545 0 0.0319650173187 0.148409988516 2.27809500694 0.0365161895752 0.0596151351929 0.405524969101 0.431432962418 0.999803613511 0.999803613511 0 0 0 0
40 48.015 0 0.0318658351898 0.18082630494 13.8935060501 0.0370299816132 0.0640120506287 0.421185970306 0.462779045105 0.996888175065 0.996888175065 0 0 0 0
60 72.225 0 0.0313429832458 0.17056544021 5.3971850872 0.0373740196228 0.0755081176758 0.436614990234 0.503587961197 0.999533115454 0.999533115454 0 0 0 0
80 85.69 0 0.0308260917664 0.280718506697 25.139316082 0.0406179428101 0.1007168293 0.536751031876 0.767627000809 0.989853280117 0.989853280117 0 0 0 0
100 99.045 0 0.0314469337463 0.358037002998 21.0123419762 0.0439779758453 0.140316009521 0.741214990616 1.20259189606 0.981675901623 0.981675901623 0 0 0 0
150 113.06 0 0.0316431522369 0.673775362616 17.6010501385 0.0503849983215 0.31716799736 1.60046315193 3.04037690163 0.946037494674 0.946037494674 0 0 0 0
200 125.21 0 0.0319588184357 0.944229747958 21.2837707996 0.0827989578247 0.550865888596 2.46969199181 3.61475896835 0.916564086783 0 0.916564086783 0 0 0
250 128.0 0 0.0358579158783 1.29347553561 10.7579541206 0.282094955444 0.862500190735 3.28075695038 3.95030283928 0.880229495862 0 0.880229495862 0 0 0
300 125.17 0 0.0907299518585 1.74260143762 12.8909528255 0.744489908218 1.27439808846 3.61699914932 4.20558094978 0.831038196715 0 0 0.831038196715 0 0
400 123.295 0 0.641287088394 2.58875383806 16.9106481075 1.52942299843 2.09547495842 4.46605396271 5.0750169754 0.54632344318 0 0 0 0.54632344318 0
500 119.21 0 1.11778616905 3.54960734687 18.3143701553 2.39723801613 2.99738693237 5.44944906235 6.13286089897 0.478021755833 0 0 0 0 0.478021755833
600 118.595 0 1.89560294151 4.4058352307 21.362557888 3.20496702194 3.81623721123 6.46643209457 7.13983821868 0.44028879398 0 0 0 0 0.44028879398
