CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 002.001 0 0.541581869125 2.13118361632 4.77356600761 0.782385826111 1.90333008766 3.89936304092 4.21990799904 0.708333333333
40 002.001 0 0.826451063156 7.41175319932 17.7728538513 2.92224311829 6.71922588348 12.1360518932 14.9334580898 0.220779220779
60 002.001 0 2.72641611099 11.1906920216 21.0284090042 5.34270191193 11.0475020409 18.9364600182 19.4339439869 0.118181818182
80 002.001 0 5.54240989685 18.1783218823 27.6895251274 7.73839688301 19.329625845 26.2398819923 27.3225281239 0.0197368421053
100 002.001 0 2.41116404533 25.3456710885 47.7655010223 7.86791014671 29.1840639114 36.1351928711 36.8159370422 0.00561797752809
150 002.001 0 1.01335906982 35.3167089389 90.7624399662 14.2939281464 34.7875189781 53.6353509426 71.8273169994 0.0384615384615
200 002.001 0 7.27473211288 43.9561623558 118.033339024 19.1715021133 44.7663600445 73.6179671288 103.988291979 0.0
250 002.001 0 13.530381918 39.9935456055 109.168814898 19.9547610283 32.025593996 66.5129721165 81.0784769058 0.0
300 002.001 3.76569037657 14.6869089603 55.7926115202 128.359169006 27.514580965 56.1659212112 79.2231957912 95.4284169674 0.0
400 002.001 31.6384180791 24.2487740517 68.1823736678 132.576584101 46.3809719086 63.1618320942 94.4796700478 98.3104758263 0.0
500 002.001 51.7045454545 25.5678701401 68.2202944322 176.966408014 45.1627480984 63.1432020664 98.7703649998 109.670083046 0.0
