CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 005.001 0 1.06969308853 3.389635849 6.55602216721 1.94734811783 3.23739099503 4.82112598419 5.73272204399 0.527272727273
40 005.001 0 2.95471787453 5.39249466813 8.51114201546 3.35708594322 5.64500713348 6.27614617348 7.29849386215 0.369565217391
60 005.001 0 2.12956905365 7.33137015899 13.7807090282 4.45611095428 7.57536387444 10.029599905 11.4441761971 0.125
80 005.001 0 1.32108998299 10.3380132943 26.1127231121 6.18773007393 9.4632589817 15.5553519726 17.4015338421 0.04375
100 005.001 0 7.28780388832 13.7222644973 53.7219769955 8.41212391853 11.4195809364 20.3273389339 22.4738190174 0.0
150 005.001 0 2.28864002228 20.5219666677 55.8577349186 5.59772109985 19.7046530247 34.7914528847 38.4199080467 0.0529411764706
200 005.001 0 10.0061981678 24.50600393 60.7063698769 10.9881629944 21.9012498856 51.8186841011 52.5956981182 0.0
250 005.001 0 19.3157539368 30.5458842119 55.5906260014 21.6491801739 25.2169098854 44.124076128 55.5906260014 0.0
300 005.001 0 71.6983129978 79.3993970155 87.1004810333 71.6983129978 87.1004810333 87.1004810333 87.1004810333 0.0
400 005.001 66.6666666667 63.1169989109 69.3635326227 75.3593320847 63.1169989109 69.6142668724 75.3593320847 75.3593320847 0.0
500 005.001 100.0 63.1080510616 63.1317502499 63.1440351009 63.1080510616 63.1360559464 63.1440351009 63.1440351009 0.0
