CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 001.003 0 0.0314939022064 0.0815398573875 0.53292798996 0.0319540500641 0.0809640884399 0.12232708931 0.251009941101 1.0
40 001.003 0 0.0309181213379 0.0656652384334 0.121556043625 0.0318460464478 0.078742980957 0.116237878799 0.120155096054 1.0
60 001.003 0 0.0316479206085 0.072311664621 0.119916915894 0.0318908691406 0.0856580734253 0.118396043777 0.119029998779 1.0
80 001.003 0 0.0312809944153 0.0910243364481 0.334352970123 0.0320839881897 0.0852429866791 0.187407970428 0.247427940369 1.0
100 001.003 0 0.031201839447 0.0751391802079 0.357794046402 0.0316889286041 0.083484172821 0.116750955582 0.131319046021 1.0
150 001.003 0 0.0311539173126 0.06827217546 0.257738828659 0.031674861908 0.0759179592133 0.117781877518 0.12125992775 1.0
200 001.003 0 2.71737790108 9.47407284307 18.0348069668 4.49834704399 9.50171399117 13.636890173 16.8899831772 0.106707317073
250 001.003 0 6.91227698326 17.612296415 31.4789969921 10.2738268375 16.4855368137 25.6190919876 27.0748300552 0.0
300 001.003 0 10.8576190472 24.8785849164 60.9829399586 15.9533479214 24.9106838703 30.0709838867 31.9572808743 0.0
400 001.003 0 17.1438448429 26.5366293834 68.8597679138 18.544659853 25.8086369038 32.6548249722 39.5768330097 0.0
500 001.003 0 18.4886620045 28.5395301676 77.9261219501 21.3708810806 27.2877271175 36.592359066 45.8840370178 0.0
