CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 001.002 0 1.7066950798 7.35164126158 15.3570239544 2.92379879951 7.64884591103 11.3473718166 14.6399438381 0.216666666667
40 001.002 0 3.71024298668 11.2671524684 20.3528439999 5.22583699226 11.0980949402 18.1230771542 19.7222762108 0.111111111111
60 001.002 0 6.35809993744 16.3691915908 29.9125277996 7.67998123169 17.5173211098 22.5546321869 23.7162799835 0.0
80 001.002 0 0.611705064774 21.6405979817 35.691576004 8.58500599861 25.2413389683 32.0567209721 32.5684051514 0.0538461538462
100 001.002 0 5.2280600071 32.3209653176 68.9965531826 13.9036459923 33.457611084 43.3079020977 55.5928308964 0.00641025641026
150 001.002 0 1.31071186066 39.3450855243 89.7552499771 19.6748609543 39.9221510887 58.4271399975 83.3448269367 0.0129310344828
200 001.002 0 21.592881918 51.9250818178 134.128188848 26.6997330189 43.906003952 81.9997608662 108.588138103 0.0
250 001.002 0 22.9602439404 68.9024598506 119.783458948 37.8594520092 68.7209279537 109.956599951 113.027798176 0.0
300 001.002 0.813008130081 24.5127050877 67.1277972363 136.630594969 48.0992949009 67.6444759369 80.3930850029 97.7031538486 0.0
400 001.002 8.63787375415 32.2620840073 66.5193280991 146.936068058 47.0311090946 63.5220751762 95.7703790665 102.524750948 0.0
500 001.002 18.4750733138 23.3473181725 67.0704845438 225.209738016 41.4216849804 61.2809648514 101.071851969 141.155487061 0.0
