CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 006.001 0 0.057158946991 0.0841082404642 0.280013084412 0.0574851036072 0.0600531101227 0.185052871704 0.280013084412 1.0
2 006.001 0 0.057599067688 0.227572361628 2.21970009804 0.0587930679321 0.0734150409698 0.716881990433 0.874167919159 0.986111111111
3 006.001 0 0.0570139884949 0.569203133486 2.83860301971 0.0596449375153 0.285583019257 1.77522301674 2.09790897369 0.948979591837
4 006.001 0 0.0589070320129 0.810414779754 3.30958199501 0.0603051185608 0.283521175385 1.94694495201 2.83851718903 0.912698412698
5 006.001 0 0.0583300590515 0.774948789014 2.46759414673 0.0609729290009 0.780551195145 1.72903299332 2.0714199543 0.930555555556
10 006.001 0 0.335114955902 3.82509533771 8.90633893013 0.672657966614 3.99583601952 5.96259999275 6.58657002449 0.525974025974
15 006.001 0 0.182151079178 5.01454085668 13.7474908829 1.29657912254 4.86286783218 8.73159193993 12.3964328766 0.406666666667
20 006.001 0 0.906930923462 6.51590123772 10.8594548702 2.59336018562 7.13831686974 9.52042102814 10.0538270473 0.18125
25 006.001 0 1.15662813187 6.30805099497 12.5138428211 2.20276904106 6.7892229557 9.70258998871 10.7912499905 0.209183673469
30 006.001 0 2.02439785004 6.65235086282 14.8111999035 3.04150104523 6.93702507019 10.3470571041 11.6862900257 0.183333333333
40 006.001 0 2.18589496613 7.43731006268 16.539896965 3.753895998 6.77768588066 12.7120938301 13.6174199581 0.221238938053
