CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 001.002 0 0.686856985092 0.794217652745 1.38768100739 0.694266080856 0.726769924164 0.955027103424 1.38768100739 1.0
2 001.002 0 0.0581610202789 0.667933464051 2.64275407791 0.0597901344299 0.705111980438 1.55159497261 1.64932703972 0.944444444444
3 001.002 0 0.0585119724274 0.915758647918 2.84452223778 0.107778072357 0.960409879684 1.87811088562 2.46646499634 0.9
4 001.002 0 0.0586910247803 1.19499728084 6.16693496704 0.124755859375 1.12362909317 2.05223107338 2.37931799889 0.8359375
5 001.002 0 0.0590860843658 1.11368501509 3.92720794678 0.154960155487 1.02683401108 2.61316299438 3.08323311806 0.851351351351
10 001.002 0 0.220251083374 3.47077679332 7.78027915955 1.04909801483 3.5561208725 5.9945909977 6.53221702576 0.550632911392
15 001.002 0 0.462133169174 5.05515655839 17.7348320484 1.58448505402 4.79382801056 8.91201591492 10.3130979538 0.421686746988
20 001.002 0 1.60028815269 5.65278599983 10.1864001751 2.76007318497 5.80605697632 8.4486489296 9.14024209976 0.279069767442
25 001.002 0 1.97041487694 6.21569664031 13.109413147 3.24796795845 5.95616698265 9.84350585938 11.2338118553 0.260416666667
30 001.002 0 2.33470892906 7.57820652566 15.682008028 3.82837486267 6.89531707764 11.3295869827 13.6627960205 0.165094339623
40 001.002 0 0.425179004669 8.58130793445 22.668970108 4.25970697403 7.86054205894 13.9921021461 15.5798752308 0.146017699115
