CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 008.001 0 0.0471398830414 0.0495450216181 0.0579118728638 0.0473642349243 0.048691034317 0.0519461631775 0.0579118728638 1.0
2 008.001 0 0.0462648868561 0.0761183125632 0.31674695015 0.0475358963013 0.0512180328369 0.116416931152 0.240119934082 1.0
3 008.001 0 0.0462598800659 0.114924026995 1.8122189045 0.0477550029755 0.0495491027832 0.178663015366 0.221263885498 0.989795918367
4 008.001 0 0.0456352233887 0.161030144919 1.99828219414 0.0474309921265 0.0531940460205 0.21139216423 0.427791118622 0.992063492063
5 008.001 0 0.0466191768646 0.195517200819 2.08095908165 0.0491740703583 0.105127096176 0.429156064987 0.513617038727 0.992957746479
10 008.001 0 0.0484490394592 0.775335448129 2.72237706184 0.13069319725 0.643952846527 1.59331202507 2.25658011436 0.935064935065
15 008.001 0 0.348082065582 1.87022034327 6.97704601288 0.584626913071 1.56935214996 3.21407413483 3.83787584305 0.713333333333
20 008.001 0 0.901689052582 2.82209727168 7.28045606613 1.7184240818 2.58466291428 4.24946498871 4.7197599411 0.53125
25 008.001 0 0.54230594635 3.31614663601 8.21482896805 1.27297091484 3.09405684471 5.75069904327 6.86484599113 0.533333333333
30 008.001 0 0.855325937271 4.2376894421 7.72343683243 2.39051103592 4.35768890381 5.92361712456 6.87604498863 0.483333333333
40 008.001 0 2.31949591637 5.82517348837 14.6060450077 3.23449516296 5.09490299225 10.6309089661 11.1045229435 0.300925925926
