CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 25.49 0 0.0324831008911 0.143673977042 1.76084113121 0.0355179309845 0.058562040329 0.40457701683 0.437892198563 0.999509611612
40 49.135 0 0.0317559242249 0.185434937053 11.480355978 0.0358061790466 0.06463098526 0.429748058319 0.512660980225 0.995726060853
60 67.085 0 0.0318620204926 0.267473184681 16.1551909447 0.0363991260529 0.0862329006195 0.536800861359 0.769773006439 0.990348065887
80 83.62 0 0.031623840332 0.327235605066 17.2972259521 0.0404150485992 0.134359836578 0.713994026184 1.07468509674 0.985440086104
100 92.38 0 0.0313410758972 0.458565983403 6.8108420372 0.0452091693878 0.221983909607 0.992187023163 1.66649198532 0.972640181858
150 96.8 0 0.0317280292511 0.920092536411 17.6981298923 0.106054067612 0.602723836899 2.48122811317 3.31888413429 0.919111570248
200 96.81 0 0.0322089195251 1.43612711856 6.42450809479 0.533401966095 1.0835750103 3.4416270256 3.71346783638 0.884206177048
250 95.15 0 0.347643852234 2.0005846782 7.68963694572 1.10979104042 1.64054489136 3.94870901108 4.30563807487 0.686495007882
300 93.81 0 0.719980955124 2.56457397206 9.70030999184 1.62879085541 2.19353103638 4.51300787926 4.92735099792 0.520227054685
400 92.765 0 1.61783313751 3.69851582158 11.0327529907 2.69031000137 3.32559490204 5.63563084602 6.10247182846 0.471567940495
500 91.98 0 2.78929710388 4.80164946577 12.823611021 3.74965882301 4.4322271347 6.74559998512 7.17255187035 0.413785605566
600 94.95 12.5434439179 2.61195492744 5.75806118099 14.1095979214 4.41319417953 5.51221990585 7.76155114174 8.33833289146 0.347446024223
