CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 003.001 0 0.284111022949 0.303999026616 0.415131092072 0.284111022949 0.2905189991 0.415131092072 0.415131092072 1.0
2 003.001 0 0.124838113785 0.336426112387 0.504317998886 0.292615890503 0.320074796677 0.472414970398 0.504317998886 1.0
3 003.001 0 0.106726884842 0.364127911054 0.885610103607 0.297152042389 0.319849967957 0.441074848175 0.522328853607 1.0
4 003.001 0 0.255604028702 0.356893777847 0.989391088486 0.292421102524 0.309892177582 0.408065080643 0.645525932312 1.0
5 003.001 0 0.0733480453491 0.403875887394 1.47128486633 0.231315135956 0.329637050629 0.614773035049 0.919280052185 1.0
7 003.001 0 0.137897968292 0.419030233666 0.982911109924 0.305031061172 0.369431018829 0.593197107315 0.777271986008 1.0
10 003.001 0 0.0949130058289 0.51938347211 1.49046492577 0.309095859528 0.441478013992 0.854327201843 0.935743093491 1.0
15 003.001 0 0.123308181763 1.11421298659 4.68661499023 0.33776807785 0.928117036819 2.21661877632 2.67066001892 0.891891891892
20 003.001 0 0.193315029144 1.63462067905 5.28912997246 0.604281902313 1.40113782883 3.09519314766 3.40350794792 0.782894736842
25 003.001 0 0.349558115005 2.36727212588 6.57182884216 0.951725959778 1.90179991722 5.06380796432 5.44340991974 0.653333333333
30 003.001 0 1.00036907196 2.65510389449 6.51729512215 1.45042991638 2.25265693665 4.9996740818 5.69965600967 0.551724137931
35 003.001 0 1.03957605362 3.79009450844 9.1205329895 1.88834190369 3.25012612343 7.79732704163 8.61199593544 0.471428571429
40 003.001 0 1.19233012199 3.42618928506 7.72008895874 1.93281197548 2.94982719421 5.38592600822 5.90979003906 0.487179487179
50 003.001 0 1.91687512398 5.24228058198 11.9390618801 2.68494296074 4.57834100723 8.28748083115 11.2296619415 0.313131313131
70 003.001 0 3.75738811493 8.16261542194 22.9006888866 4.21569681168 6.70632481575 14.5666439533 14.8909091949 0.220588235294
90 003.001 0 3.1098959446 9.84321305184 17.0057320595 6.5582549572 8.86492609978 14.6958618164 15.2560379505 0.00952380952381
110 003.001 28.5714285714 4.61899089813 12.8475940364 26.9088430405 5.0046620369 14.2108159065 19.4622550011 20.2829818726 0.157142857143
200 003.001 70.8333333333 5.00361204147 9.34333855907 31.3403639793 5.00408387184 5.00495481491 18.2144520283 19.7814290524 0.354166666667
