CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 015.002 0 0.0504269599915 0.0734999577205 0.217977046967 0.0506930351257 0.0518639087677 0.180517911911 0.217977046967 1.0
2 015.002 0 0.0498631000519 0.119244982215 0.706069946289 0.0511660575867 0.0608971118927 0.230444192886 0.289356946945 1.0
3 015.002 0 0.0503690242767 0.118573107719 1.04846596718 0.0512108802795 0.0542571544647 0.201917886734 0.320008993149 1.0
4 015.002 0 0.0505089759827 0.201276941905 0.8415620327 0.0512108802795 0.139903068542 0.480793952942 0.553036928177 1.0
5 015.002 0 0.0504009723663 0.228160062257 2.24085307121 0.0512368679047 0.144147872925 0.516644954681 0.560990095139 0.992647058824
7 015.002 0 0.0491662025452 0.408501013329 1.72135400772 0.051472902298 0.297538042068 0.927719831467 1.23908805847 0.993421052632
10 015.002 0 0.0506680011749 0.744788909887 3.54396986961 0.0608489513397 0.483956098557 1.77973794937 2.25307512283 0.935064935065
15 015.002 0 0.0505101680756 1.6041127991 3.25809812546 0.645977020264 1.68720984459 2.66903591156 3.06217885017 0.72972972973
20 015.002 0 0.622983932495 2.34901882766 7.15114712715 1.10074305534 2.25296092033 3.45613002777 4.36362314224 0.603896103896
25 015.002 0 0.796509027481 3.23865438779 8.66105008125 1.60262084007 2.92115998268 4.71913504601 7.32650494576 0.493333333333
30 015.002 0 0.360448122025 3.45391565633 8.40615391731 1.58150696754 3.35325288773 5.52222204208 6.64236187935 0.506024096386
35 015.002 0 0.906997203827 3.68035265718 8.81443309784 1.7337679863 3.58595204353 5.75997114182 6.61911010742 0.485714285714
40 015.002 0 1.28703904152 4.83772435189 22.2674942017 2.28000497818 4.24710297585 7.98245096207 10.5666201115 0.425
45 015.002 0 1.96965909004 4.76350549487 8.82029604912 2.43628883362 4.14617705345 7.81314611435 8.08062601089 0.337209302326
50 015.002 0 0.427911996841 4.74904626438 13.0614569187 2.3617939949 4.1220228672 8.51825094223 9.263048172 0.385714285714
55 015.002 0 2.60970211029 5.57239287117 12.7314589024 3.03259396553 4.28270196915 9.84618902206 10.5889530182 0.327272727273
60 015.002 0 1.55248308182 5.2524147749 14.1544620991 3.73051404953 4.71358990669 7.10796093941 13.2632660866 0.4
65 015.002 0 0.603246927261 7.70125762866 22.5261011124 4.04369091988 6.55847406387 13.8671078682 14.7718169689 0.238461538462
70 015.002 0 4.95578384399 10.7726219075 21.119451046 6.48426699638 10.9460539818 14.7412350178 17.1960248947 0.0357142857143
75 015.002 0 1.31577992439 8.54947278023 32.5939278603 4.93020200729 6.81949186325 14.731441021 23.2812399864 0.186666666667
80 015.002 0 0.886376142502 9.512618348 29.414484024 5.3812251091 7.8081240654 17.7840120792 25.6642708778 0.1125
85 015.002 0 2.09270691872 9.95628278676 25.6805770397 5.74649190903 8.94646883011 16.4102711678 17.6457271576 0.0705882352941
90 015.002 0 1.43096399307 12.3463946163 28.0664229393 4.28276991844 11.4861660004 19.6020328999 25.5904428959 0.0779220779221
