CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 014.001 0 0.297384977341 0.314751281577 0.44372177124 0.300297021866 0.304165124893 0.359972000122 0.37135887146 1.0
40 014.001 0 0.296617031097 0.316142521936 0.902457952499 0.299443006516 0.304203987122 0.33695602417 0.37078499794 1.0
60 014.001 0 0.296523809433 0.365887722278 12.76603508 0.299523830414 0.306957006454 0.3576130867 0.386911153793 0.9934086629
80 014.001 0 0.29519200325 0.38738384619 8.91368699074 0.300271987915 0.316331148148 0.435575008392 0.507951974869 0.99558173785
100 014.001 0 0.296578884125 0.414871155554 16.0555410385 0.300770044327 0.315535068512 0.413539886475 0.567347049713 0.990135635018
150 014.001 0 0.296886920929 0.511020163875 17.9669709206 0.306916952133 0.347687959671 0.737297773361 1.25249505043 0.977844914401
200 014.001 0 0.297431945801 0.632721587963 14.9133219719 0.315353870392 0.435823917389 1.09792113304 1.41061401367 0.97703180212
250 014.001 0 0.296616077423 0.770899538326 5.54998397827 0.32866692543 0.606795072556 1.24679994583 1.66278600693 0.967325881341
300 014.001 0 0.295510053635 0.941749719919 6.66081094742 0.402779817581 0.812870025635 1.55969905853 2.15715408325 0.943886097152
400 014.001 0 0.503682136536 1.2720548956 4.91863799095 0.866437911987 1.11764597893 1.84151315689 2.6142718792 0.923336141533
500 014.001 0 1.05419683456 1.99055031697 6.04425215721 1.51055002213 1.79391694069 2.80027198792 3.46816587448 0.54521038496
600 014.001 0 1.54286599159 2.70013247729 6.88816022873 2.14189982414 2.56719589233 3.40878987312 4.08458590508 0.498673740053
