CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 003.002 0 0.0438938140869 0.0608103526266 0.537363052368 0.0467700958252 0.0493669509888 0.0695180892944 0.10274720192 1.0
40 003.002 0 0.0435881614685 0.0568429409057 0.174679994583 0.0463070869446 0.0500209331512 0.0744428634644 0.0983340740204 1.0
60 003.002 0 0.0429599285126 0.183211818108 14.3255250454 0.0451819896698 0.0504329204559 0.101800918579 0.131509065628 0.988461538462
80 003.002 0 0.0424718856812 0.178952224654 21.8228878975 0.0454189777374 0.0604979991913 0.169213056564 0.281883955002 0.990950226244
100 003.002 0 0.0429968833923 0.270684629273 22.0532910824 0.046101808548 0.0628859996796 0.202076911926 0.592707872391 0.983271375465
150 003.002 0 0.0437669754028 0.293676357639 23.2634429932 0.0483729839325 0.095724105835 0.545828819275 0.982753038406 0.985104270109
200 003.002 0 0.043398141861 0.432084104669 11.3755879402 0.0619659423828 0.212634086609 0.964469909668 1.2682261467 0.981663685152
250 003.002 0 0.0440020561218 0.593999980454 5.96340107918 0.0727670192719 0.43839097023 1.23768687248 1.5886991024 0.968803418803
300 003.002 0 0.0432369709015 0.762585478184 5.32639598846 0.172654867172 0.673686981201 1.44604802132 1.828799963 0.954958677686
400 003.002 0 0.660457134247 1.37052276206 5.1731159687 0.979072093964 1.22433590889 1.84126210213 2.52172803879 0.897822445561
500 003.002 0 1.10828495026 2.03492681901 6.19159913063 1.60995101929 1.8880751133 2.6619951725 3.32059216499 0.517083333333
600 003.002 0 1.48488903046 2.80043512215 6.80081605911 2.25056290627 2.64869189262 3.5649600029 4.1830060482 0.499104744852
