CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 008.002 0 0.033576965332 0.0390002250671 0.0501658916473 0.0337560176849 0.0364971160889 0.0501658916473 0.0501658916473 1.0
2 008.002 0 0.0338158607483 0.0455027379487 0.165695905685 0.034206867218 0.0363121032715 0.0630359649658 0.165695905685 1.0
3 008.002 0 0.0339860916138 0.0402177969615 0.116698980331 0.0342409610748 0.0357940196991 0.0465340614319 0.0737190246582 1.0
4 008.002 0 0.0323469638824 0.157629642222 2.11617803574 0.0341820716858 0.0372009277344 0.0895240306854 2.09021091461 0.972222222222
5 008.002 0 0.0338649749756 0.151832569729 2.18442797661 0.0342497825623 0.0389349460602 0.155253887177 0.229342937469 0.977272727273
10 008.002 0 0.0331439971924 0.0740497548406 0.246062994003 0.034716129303 0.0572550296783 0.130374908447 0.166598796844 1.0
15 008.002 0 0.0333118438721 0.183323961121 1.92112898827 0.0388739109039 0.0942270755768 0.410392999649 0.635508060455 0.995495495495
20 008.002 0 0.0355608463287 0.505145057902 2.18553805351 0.0831480026245 0.368180036545 1.06332993507 1.83722496033 0.968468468468
25 008.002 0 0.0353510379791 0.581352961369 2.36072492599 0.086040019989 0.36862206459 1.38974499702 1.78078603745 0.957264957265
30 008.002 0 0.130321979523 1.0580338419 3.01457595825 0.37380194664 0.926805973053 1.71738910675 1.86053991318 0.893805309735
35 008.002 0 0.132035017014 1.28603627248 3.59317708015 0.47635102272 1.23664498329 2.06293106079 3.11593294144 0.840909090909
40 008.002 0 0.377842187881 1.93344865815 6.50579309464 0.719146966934 1.85929203033 3.13617396355 3.34555506706 0.661016949153
50 008.002 0 0.312993049622 2.73248230934 7.02061104774 1.33994483948 2.49200797081 4.60665798187 5.39083600044 0.565
60 008.002 0 0.132853984833 3.44118111237 10.2086210251 1.80322289467 3.19164800644 5.83799910545 6.02577614784 0.495652173913
70 008.002 0 0.168669939041 3.988776507 10.2336111069 2.09627985954 3.88482093811 5.8408229351 7.26211905479 0.494382022472
80 008.002 0 0.303421974182 5.12716014501 13.6080100536 1.30286812782 4.37985301018 8.75970387459 9.79942989349 0.378048780488
90 008.002 0 0.186716079712 6.06507710351 15.7444629669 3.86767697334 5.70892906189 11.028138876 11.9737780094 0.316666666667
100 008.002 0 0.208411931992 6.53049845249 15.5534949303 1.35368990898 7.18982195854 10.575387001 12.1989040375 0.291666666667
120 008.002 0 0.20854306221 7.11269119978 18.7170479298 2.19763302803 7.38023805618 13.8341031075 17.2965559959 0.2625
140 008.002 0 0.183911085129 7.10966397183 19.9961979389 0.371960878372 8.36929917336 12.1998939514 17.622823 0.321428571429
160 008.002 0 0.194664001465 9.46529490153 32.2572610378 0.79147195816 8.87691688538 17.9682869911 21.1994600296 0.25
180 008.002 0 1.2933151722 10.8352305126 49.4182879925 1.8438270092 10.0326139927 15.1230950356 19.3696269989 0.2
200 008.002 0 6.57832694054 11.3336754579 26.7035291195 7.65272808075 9.0113940239 17.2546930313 26.7035291195 0.0
250 008.002 0 10.3497128487 17.06872046 27.5657880306 13.7105858326 15.0384449959 27.5657880306 27.5657880306 0.0
300 008.002 0 9.8790409565 19.0094220936 28.7405531406 9.8790409565 18.8986938 28.7405531406 28.7405531406 0.0
