CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 005.001 0 0.0443620681763 0.0796435594559 0.346232175827 0.0447311401367 0.0506639480591 0.346232175827 0.346232175827 1.0
2 005.001 0 0.0427229404449 0.148844417773 1.57498908043 0.043016910553 0.0500049591064 0.253806829453 1.57498908043 0.973684210526
3 005.001 0 0.0431950092316 0.082390610377 0.390704870224 0.0437591075897 0.0477941036224 0.184510946274 0.191319942474 1.0
4 005.001 0 0.0420188903809 0.171006885735 2.12806010246 0.0442328453064 0.0523698329926 0.144125938416 1.79481196404 0.972972972973
5 005.001 0 0.0429489612579 0.298003933165 2.27610898018 0.0443758964539 0.0543820858002 1.91596293449 2.14655804634 0.944444444444
10 005.001 0 0.0419631004333 0.18949206122 1.75590991974 0.0453650951385 0.114063978195 0.385529994965 0.517019987106 0.994252873563
15 005.001 0 0.0424690246582 0.341787945908 2.52034306526 0.0629379749298 0.196808815002 0.821751117706 1.05291080475 0.986725663717
20 005.001 0 0.0446920394897 0.628114720522 2.61503791809 0.109533071518 0.502635002136 1.3154630661 1.71733784676 0.974576271186
25 005.001 0 0.100559949875 0.850145560939 2.79206204414 0.200230836868 0.750197887421 1.67553901672 2.15807914734 0.934959349593
30 005.001 0 0.109673023224 1.28841755607 3.22103905678 0.699881076813 1.16755199432 2.05183792114 2.216132164 0.859504132231
35 005.001 0 0.268040895462 1.39271438395 3.41231393814 0.523367881775 1.32800579071 2.31194710732 2.6902358532 0.809160305344
40 005.001 0 0.0450239181519 1.89372753302 6.91142606735 0.905677080154 1.79339504242 2.8550632 3.60290002823 0.658333333333
50 005.001 0 0.643121004105 2.745646623 5.97062706947 1.47054314613 2.47928905487 4.7999329567 5.38459396362 0.554621848739
60 005.001 0 0.182209014893 3.33837385294 6.71946310997 2.00443387032 3.04329895973 5.1705892086 5.59843802452 0.5
70 005.001 0 0.357313156128 4.42623412 9.87866306305 2.96999907494 4.16400194168 6.62780308723 7.44174003601 0.43795620438
80 005.001 0 0.341640949249 5.41515894764 13.0986158848 2.89096999168 4.9052298069 8.12303304672 9.28739690781 0.334710743802
90 005.001 0 0.19088101387 5.84782894838 17.60009408 1.59582614899 5.33073401451 10.1784968376 10.9090380669 0.305825242718
100 005.001 0 0.666275978088 7.11683254976 17.0737650394 2.97315406799 6.65905499458 12.670484066 14.4591829777 0.230769230769
120 005.001 0 0.260618925095 8.72055483849 23.1835269928 3.23887109756 8.14522504807 16.3138711452 17.252601862 0.173553719008
140 005.001 0 0.254123926163 10.629307595 48.8118548393 2.02034783363 9.52561616898 23.1553239822 27.633450985 0.196296296296
160 005.001 0 0.304072141647 12.335597636 33.0072021484 4.8103890419 10.1084880829 21.2443420887 24.4543550014 0.121428571429
180 005.001 0 1.66777181625 13.1955518439 51.7343380451 4.84328985214 11.6286950111 21.7755529881 37.3243751526 0.0909090909091
200 005.001 0 3.40109109879 15.8635077942 49.3747608662 7.74616193771 12.7208430767 29.0894868374 34.2441599369 0.0243902439024
250 005.001 0 10.1127569675 19.4902320576 43.5595378876 12.8757240772 15.9193320274 27.9771909714 31.1135149002 0.0
300 005.001 0 10.4986348152 24.6876405781 48.4109170437 11.5498638153 22.3885040283 40.8170509338 45.4470610619 0.0
