CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
20 23.06 0 0.0151071548462 0.218072635654 13.5985779762 0.0219728946686 0.0728778839111 0.450383901596 0.580538034439 0.993529534544 0.993529534544 0 0 0 0
40 31.605 0 0.0147957801819 0.615562237548 24.5777850151 0.0415060520172 0.304461240768 1.40475296974 2.12543606758 0.9518834833 0.9518834833 0 0 0 0
60 38.605 0 0.0157210826874 0.909861759052 9.65103602409 0.100698947906 0.569483041763 2.33061599731 3.221752882 0.914713216958 0 0.914713216958 0 0 0
80 38.91 0 0.0651390552521 1.41137523968 8.23897004128 0.338697910309 0.980525970459 3.40455698967 3.94036984444 0.860185758514 0 0.860185758514 0 0 0
100 38.515 0 0.188623905182 1.94050929337 8.36993312836 0.855706930161 1.53087592125 3.90286517143 4.48881411552 0.749906261717 0 0 0.749906261717 0 0
150 38.15 0 1.11009120941 3.27668876885 10.6054010391 2.09477519989 2.8567199707 5.2684109211 5.84029603004 0.49247882695 0 0 0 0 0.49247882695
200 38.035 0 2.41288781166 4.61443491701 12.9955759048 3.27342009544 4.18118715286 6.79732322693 7.44224619865 0.427337398374 0 0 0 0 0.427337398374
250 35.87 3.43249427918 3.03880810738 5.91414914585 15.5601630211 4.26328396797 5.68156194687 8.67660808563 9.68829202652 0.325883709016 0 0 0 0 0.325883709016
300 23.12 40.2275077559 4.18035697937 4.7902691028 15.5403490067 5.66920304298 7.8055331707 11.2302742004 11.8980109692 0.283277822442 0 0 0 0 0.283277822442
400 18.565 65.5214040301 5.24126195908 3.07877119945 16.0746309757 6.11644506454 8.87829303741 11.6198084354 12.3002378941 0.335732323232 0 0 0 0 0.335732323232
500 17.275 75.358390985 5.2116959095 2.24452844544 16.3617310525 6.27585816383 8.96009492874 11.6684949398 12.3160629272 0.374511880336 0 0 0 0 0.374511880336
600 15.605 82.1053838656 5.4674539566 1.6701123524 16.2103004455 7.10871911049 9.12053179741 11.6588411331 12.2504229546 0.402456922324 0 0 0 0 0.402456922324
