CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 23.955 0 0.00609993934631 0.209925066925 13.5985779762 0.0186078548431 0.0661129951477 0.443558931351 0.572335958481 0.993529534544
40 32.785 0 0.00613188743591 0.593406878686 24.5777850151 0.0346279144287 0.289561986923 1.36875200272 2.08651399612 0.9518834833
60 40.1 0 0.00599002838135 0.875940479007 9.65103602409 0.0735521316528 0.542318105698 2.24686288834 3.16017913818 0.914713216958
80 40.375 0 0.00616097450256 1.36016372943 8.23897004128 0.266596794128 0.950603961945 3.36063313484 3.91622805595 0.860185758514
100 40.01 0 0.00645804405212 1.86805581477 8.36993312836 0.771928071976 1.49004602432 3.85365319252 4.44701886177 0.749937515621
150 39.605 0 0.832769870758 3.15852760546 10.6054010391 1.98403716087 2.79858994484 5.15794706345 5.72799611092 0.492488322182
200 39.425 0 1.96633911133 4.45738071401 12.9955759048 3.18047308922 4.11784911156 6.5282459259 7.15374302864 0.42745719721
250 39.135 3.25795323879 2.66710591316 5.80004496847 13.124945879 4.14772796631 5.52158308029 8.03067708015 8.70886898041 0.326306375367
300 43.635 35.7740346052 3.79004001617 6.28859355497 13.8015048504 5.00375008583 5.70280003548 8.88873910904 9.51834797859 0.283774492953
400 59.46 59.4180961991 4.31016206741 6.04716810683 13.7545371056 5.00389790535 5.01268196106 8.9504699707 9.52193498611 0.335898082745
500 75.675 69.9372315824 4.40409207344 5.83519487521 14.7880041599 5.00415301323 5.01219892502 8.77154707909 9.41801691055 0.374727452924
600 92.095 77.8272436071 4.45216917992 5.6981965435 13.1383171082 5.0043361187 5.01184821129 8.66724991798 9.34614777565 0.402573429611
