CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 009.002 0 0.0511839389801 0.293009308406 1.56059813499 0.0693960189819 0.211795806885 0.658764123917 0.850690126419 0.995238095238
40 009.002 0 0.131613016129 0.977583306467 3.69889211655 0.36096405983 0.820281028748 1.75546598434 2.31404900551 0.931623931624
60 009.002 0 0.91855597496 2.4402075847 6.34579801559 1.44197797775 2.20098400116 3.77193689346 4.44167494774 0.55
80 009.002 0 0.801554918289 4.53153850292 9.76980090141 2.20080900192 4.23829102516 7.28097105026 8.71881008148 0.436781609195
100 009.002 0 0.791887998581 5.94933785306 14.2331240177 3.46863698959 5.63408899307 9.59781002998 10.6085112095 0.277227722772
150 009.002 0 0.509707927704 9.05130151272 22.4794158936 4.93890118599 7.46370601654 17.0504069328 18.3297479153 0.14
200 009.002 0 1.54172897339 14.4633131822 28.6538379192 5.82769203186 13.2582280636 26.706346035 27.6086418629 0.0574712643678
250 009.002 0 5.89693593979 19.5893460253 53.6855390072 9.17111611366 10.6126952171 43.8659448624 43.9386029243 0.0217391304348
300 009.002 0 10.8678920269 19.1870488856 30.5384151936 10.8678920269 20.0163679123 30.5384151936 30.5384151936 0.0
400 009.002 0 16.629858017 23.2610415221 29.8922250271 16.629858017 29.8922250271 29.8922250271 29.8922250271 0.0
500 009.002 0 28.5817649364 32.7268844843 36.8720040321 28.5817649364 36.8720040321 36.8720040321 36.8720040321 0.0
