CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 014.002 0 0.0598890781403 0.347677865028 1.15271401405 0.122536897659 0.313457965851 0.698800086975 0.801676034927 1.0
40 014.002 0 0.304393053055 1.29577337798 2.86571598053 0.683309078217 1.18555188179 2.18341898918 2.6053879261 0.844086021505
60 014.002 0 1.34052991867 2.68890067028 5.92032504082 1.91929197311 2.56389212608 3.27988100052 5.1171400547 0.505434782609
80 014.002 0 0.314976930618 4.0909449935 8.23207306862 2.34354186058 4.04418802261 6.4174990654 7.62570095062 0.46875
100 014.002 0 1.52607798576 5.75832242489 11.4949438572 3.97648787498 5.52346801758 7.91699695587 8.7919011116 0.315
150 014.002 0 0.948213100433 9.58855020588 23.4195570946 3.11583280563 9.73241901398 15.3756949902 15.7715628147 0.189655172414
200 014.002 0 8.07440114021 11.7072181403 14.0902729034 8.07440114021 11.4437098503 14.0902729034 14.0902729034 0.0
