CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 004.001 0 0.0314500331879 0.150306808097 1.74212908745 0.0389859676361 0.0766599178314 0.210695981979 0.788250923157 0.995535714286
40 004.001 0 0.0632171630859 0.730828303715 2.65795397758 0.254805803299 0.594289064407 1.33987998962 1.88605380058 0.969827586207
60 004.001 0 0.764963150024 2.44142920537 6.92695903778 1.12080192566 1.86165308952 5.29715204239 6.05842494965 0.613636363636
80 004.001 0 0.264847993851 3.40070810488 8.65330195427 1.8178601265 3.0056040287 5.85162305832 6.99708294868 0.475
100 004.001 0 0.229876995087 4.05781802631 9.82061696053 2.22509407997 3.77107405663 6.58932590485 7.37190413475 0.459677419355
150 004.001 0 0.402703046799 7.00219477126 18.8146231174 2.52452301979 5.69296884537 13.56559515 15.0303440094 0.287878787879
200 004.001 0 1.79757404327 9.3982015343 24.7582697868 5.55266690254 8.35415792465 14.0392889977 16.1246170998 0.0536723163842
250 004.001 0 3.22960591316 13.3479684665 41.0233311653 9.28219294548 10.8100988865 21.0782678127 26.6410918236 0.0110619469027
300 004.001 0.711743772242 6.01590013504 17.9206442782 68.5188241005 10.0725948811 13.2182428837 33.2588751316 45.8019590378 0.0
400 004.001 10.9090909091 6.72872114182 28.4437834198 104.25373292 15.7456829548 20.6083381176 63.1062159538 63.1320941448 0.0
500 004.001 20.9459459459 13.2295510769 41.0827053544 145.758563995 23.9797959328 33.0797572136 63.13971591 63.1610369682 0.0
