CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 001.001 0 0.164417982101 2.26637116129 15.6850500107 0.418452978134 1.00405907631 6.92321395874 12.3595068455 0.831818181818
40 001.001 0 0.211942195892 2.85500769568 9.72846508026 0.949225902557 3.01437401772 4.24774312973 4.64229202271 0.589108910891
60 001.001 0 1.6609210968 4.19351027713 7.06624722481 3.02776384354 4.06315994263 5.39839696884 5.96103286743 0.476470588235
80 001.001 0 0.924518108368 5.43308202666 8.6397960186 3.70977807045 5.33969092369 7.55307412148 7.65069103241 0.353535353535
100 001.001 0 0.969289064407 6.47050274921 13.5494661331 4.459608078 6.447742939 8.30134510994 9.44449305534 0.172268907563
150 001.001 0 5.37663197517 11.7492535344 24.7261807919 10.5329539776 11.5042321682 12.649160862 13.8619160652 0.00961538461538
200 001.001 0 14.7570579052 16.742622447 23.0572609901 15.5384750366 16.5380060673 18.5341279507 19.3330581188 0.0
250 001.001 0 13.2477049828 20.7944697755 44.2659480572 16.4740068913 19.1915340424 29.7189888954 30.3814561367 0.0
300 001.001 0.869565217391 12.8572881222 26.9965654062 76.6178581715 22.9086608887 26.4048759937 31.1354660988 33.0999319553 0.0
400 001.001 16.3265306122 12.6092090607 41.8865065469 131.80055809 19.1011898518 39.8613929749 63.1415090561 66.377065897 0.0
500 001.001 29.1925465839 15.0464930534 46.0611396334 145.744626999 25.4343829155 40.5407168865 63.1397190094 63.1898601055 0.0
