CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 001.002 0 0.204902172089 2.48004746015 12.5688900948 0.609616994858 1.77517199516 5.41596007347 7.00828886032 0.681415929204
40 001.002 0 1.30352878571 5.69839287029 11.5772538185 1.80188107491 5.8847258091 9.47616410255 9.77705287933 0.27358490566
60 001.002 0 2.33005189896 7.99046754115 16.863724947 3.24161696434 7.44642996788 13.4166340828 14.6003921032 0.181818181818
80 001.002 0 1.80974698067 9.42711016928 21.1586799622 4.00014305115 10.0604560375 14.4201819897 15.6300480366 0.135658914729
100 001.002 0 1.53213906288 11.010099589 18.0479438305 4.9888279438 11.4147799015 16.6983129978 17.3198060989 0.0869565217391
150 001.002 0 2.79187107086 18.5893431496 33.5578978062 11.7317280769 18.0834648609 24.8876750469 25.6352260113 0.00515463917526
200 001.002 0 7.0169069767 22.431879023 39.1326460838 14.2786419392 23.4858868122 29.3778960705 29.9401628971 0.0
250 001.002 0 12.9188480377 30.0683535704 47.3422350883 20.9252150059 30.0275328159 38.3999340534 39.85835886 0.0
300 001.002 0.512820512821 12.8840668201 41.9000630623 63.1327970028 29.8733701706 41.1983320713 55.5986230373 56.6722621918 0.0
400 001.002 1.21212121212 17.7987658978 41.0828525984 112.670973778 26.2424719334 43.0441451073 53.4223902225 57.5494179726 0.0
500 001.002 5.94059405941 18.1791920662 42.4042423249 118.769061089 32.9823858738 38.2787208557 56.2365858555 63.1675658226 0.0
