CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 006.001 0 0.208287000656 2.58903512028 5.79249501228 0.836138963699 2.52966880798 4.13294696808 4.73613190651 0.615740740741
40 006.001 0 1.55453705788 8.49842061681 12.0069270134 6.54215407372 8.69347715378 10.3431720734 10.977460146 0.0371900826446
60 006.001 0 2.97742819786 10.8367181718 16.8761248589 8.50920295715 10.5719909668 13.4763741493 14.7133879662 0.00833333333333
80 006.001 0 2.40555000305 12.5148091793 21.4712138176 6.20280408859 13.1680550575 17.1798348427 17.9470639229 0.05
100 006.001 0 0.731060028076 13.9500991633 28.3778591156 5.79683709145 14.5290539265 21.4291570187 22.2317540646 0.0576923076923
150 006.001 0 0.978892803192 17.3739914143 31.676582098 6.7296230793 18.5329370499 27.435958147 28.6125099659 0.0376712328767
200 006.001 0 2.23403120041 26.4901816494 51.6000030041 10.7033400536 30.3885598183 36.1915328503 36.8198478222 0.00526315789474
250 006.001 0 10.140971899 35.1332338961 63.1318349838 13.5434238911 31.1977381706 57.2255439758 61.3696498871 0.0
300 006.001 0 12.9267158508 27.7652557202 55.942950964 17.1878359318 27.0265378952 38.8287520409 42.9762811661 0.0
400 006.001 7.31707317073 22.4024591446 32.2088549195 63.1480150223 23.9080600739 27.9830541611 43.8115160465 63.1275398731 0.0
500 006.001 19.0476190476 36.0775940418 48.8830044497 67.0649709702 37.2395570278 45.2707810402 63.1208930016 63.1319770813 0.0
