CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 004.001 0 0.033234834671 0.034519737417 0.0367460250854 0.0333168506622 0.0342829227448 0.0359530448914 0.0367460250854 1.0
2 004.001 0 0.0312819480896 0.034428191185 0.0402269363403 0.0320301055908 0.0339391231537 0.0389771461487 0.0402269363403 1.0
3 004.001 0 0.0320119857788 0.0825983524322 1.03821992874 0.0327949523926 0.0348281860352 0.0798358917236 0.36229300499 1.0
4 004.001 0 0.0305278301239 0.0465239622654 0.175710916519 0.0315580368042 0.0342240333557 0.11559009552 0.120688199997 1.0
5 004.001 0 0.0304589271545 0.0461668105836 0.153692007065 0.0326159000397 0.0378630161285 0.0844640731812 0.105752944946 1.0
7 004.001 0 0.0311419963837 0.117125864952 1.78087115288 0.0334539413452 0.0431289672852 0.160712957382 0.209501028061 0.983870967742
10 004.001 0 0.0317568778992 0.167757153511 2.19147205353 0.0339419841766 0.0719258785248 0.23820400238 0.586334943771 0.987804878049
15 004.001 0 0.0323061943054 0.334221992995 2.14500403404 0.0588109493256 0.237774133682 0.648359060287 0.802496910095 0.984210526316
20 004.001 0 0.054811000824 0.672487502098 3.0699338913 0.14457988739 0.574364185333 1.27166795731 1.87909412384 0.965
25 004.001 0 0.140429973602 1.07806963205 3.95707082748 0.484054088593 1.02938199043 1.70333099365 1.83074188232 0.905
30 004.001 0 0.0658330917358 1.49775542181 2.98336410522 0.8310110569 1.41187095642 2.18504905701 2.38129091263 0.778350515464
35 004.001 0 0.131795167923 1.8424139573 5.36788511276 0.870069026947 1.89347195625 2.96509885788 3.31601500511 0.682692307692
40 004.001 0 0.16225194931 2.27521492502 4.88533806801 1.30539393425 2.34772896767 3.13139891624 3.84152698517 0.586956521739
