CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 006.001 0 0.0501420497894 0.0662660598755 0.0901510715485 0.0501420497894 0.0585050582886 0.0901510715485 0.0901510715485 1.0
5 006.001 0 0.0487821102142 0.188645084699 0.448278903961 0.0504128932953 0.184791088104 0.281919002533 0.448278903961 1.0
10 006.001 0 0.0519289970398 0.58776686305 6.58670401573 0.0529110431671 0.0736198425293 1.90278601646 2.24938702583 0.904761904762
15 006.001 0 0.0492429733276 0.265362787247 1.51497006416 0.051910161972 0.0991878509521 0.74068903923 1.48280000687 0.985714285714
30 006.001 0 0.0547218322754 0.501314482518 2.7774169445 0.0940599441528 0.260725975037 1.38941788673 2.18795585632 0.964285714286
50 006.001 0 0.136245965958 1.38203347206 3.54996109009 0.279831171036 1.38333010674 2.60543704033 3.19888210297 0.78
75 006.001 0 0.259743928909 2.61608474151 5.31631302834 0.617645978928 2.65763497353 3.90729403496 4.31787395477 0.572463768116
100 006.001 0 1.4791970253 4.07643630413 8.25402498245 3.0968208313 3.78539896011 5.42728018761 6.93415212631 0.461538461538
150 006.001 3.33333333333 5.02329587936 7.58216218949 10.2477910519 6.48154306412 7.48835301399 9.46550393105 9.86922907829 0.0333333333333
200 006.001 57.8947368421 5.02196002007 6.8844716298 12.4971251488 5.02342987061 5.02623605728 10.0005278587 12.4971251488 0.289473684211
300 006.001 75.0 5.02563595772 6.80323010682 11.3105859756 5.02563595772 5.53496789932 11.3105859756 11.3105859756 0.3125
