CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 001.001 0 0.151898860931 2.00128201958 15.4300670624 0.41389298439 0.991800785065 5.44666194916 11.2500379086 0.830935251799
40 001.001 0 2.46869206429 5.08570481936 12.2199389935 2.92237401009 4.14388108253 8.63014316559 10.0393431187 0.345833333333
60 001.001 0 2.97648882866 4.7309416644 9.55966496468 3.47221183777 4.55488801003 6.13829398155 6.83977007866 0.435251798561
80 001.001 0 3.45031785965 5.91633653641 9.54710912704 4.47939896584 5.82678794861 7.34388899803 8.12973403931 0.283333333333
100 001.001 0 2.70199489594 6.91692938123 13.8910520077 5.28182506561 6.63713693619 8.43208909035 10.047852993 0.139097744361
150 001.001 0 3.68030691147 9.91155774281 20.3074979782 6.47204494476 9.1181781292 14.6397001743 15.3012161255 0.0368852459016
200 001.001 0 5.96174907684 14.4732192159 22.6364309788 11.4725959301 13.6794090271 20.5835502148 21.198266983 0.00694444444444
250 001.001 0 13.2449259758 17.8163307623 24.1225428581 16.0268099308 17.6115379333 19.902889967 22.9536931515 0.0
300 001.001 0 10.361191988 21.3885473081 39.2303268909 13.049448967 20.2589290142 30.5969650745 31.0574409962 0.0
400 001.001 11.6 12.6963689327 29.2060390492 111.649525881 16.8470060825 22.6979191303 63.1230268478 63.1263670921 0.0
500 001.001 19.4860813704 10.1564290524 34.1179858347 125.59533 17.0357220173 25.8393359184 63.1261188984 63.1354629993 0.0
600 001.001 26.0057471264 11.9947190285 38.8395746066 141.659856081 18.1466889381 28.8774211407 63.1263561249 63.16147089 0.0
