CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
20 014.002 0 0.0340077877045 0.339877758026 1.80333089828 0.108426809311 0.267707109451 0.631857156754 0.928141117096 0.992
40 014.002 0 0.574873924255 2.01155054775 9.74852108955 0.804270029068 1.42834186554 3.69866681099 4.8016462326 0.745689655172
60 014.002 0 0.844921112061 2.18166624434 5.06962299347 1.44062995911 2.07994699478 2.95860505104 3.61627388 0.565040650407
80 014.002 0 0.874091148376 3.22905131954 6.78924393654 2.34235191345 3.10548114777 4.49261784554 5.24132514 0.51677852349
100 014.002 0 0.801690101624 4.24231178356 10.7110948563 2.61249995232 4.02122497559 5.98452496529 7.04758787155 0.471698113208
150 014.002 0 1.0360519886 7.33303581776 23.6314020157 2.99783587456 6.83689594269 11.7864041328 14.0881459713 0.149659863946
200 014.002 0 3.61041212082 10.4117117123 15.7478578091 7.59286284447 10.4379270077 13.1535489559 15.4192509651 0.0204081632653
250 014.002 0 7.25993490219 11.8461303115 16.336263895 7.44514989853 12.3878488541 14.1382811069 14.7420129776 0.0
300 014.002 0 10.0768380165 15.6950574092 21.0289020538 10.2407839298 15.3973379135 20.5542140007 21.0289020538 0.0
400 014.002 0 12.1241879463 17.59567101 23.8197820187 14.9400057793 17.5894570351 23.8197820187 23.8197820187 0.0
500 014.002 0 14.0514669418 19.4067716896 35.9880940914 14.0514669418 16.8028099537 35.9880940914 35.9880940914 0.0
600 014.002 0 11.0493819714 15.2354767323 20.388767004 11.0493819714 16.6754720211 20.388767004 20.388767004 0.0
