CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 001.003 0 0.0329999923706 0.0350015163421 0.0370030403137 0.0329999923706 0.0370030403137 0.0370030403137 0.0370030403137 1.0
5 001.003 0 0.0312960147858 0.0373654233085 0.0906159877777 0.0313198566437 0.0326900482178 0.0463559627533 0.0906159877777 1.0
10 001.003 0 0.0312008857727 0.0436881637573 0.148835897446 0.0316958427429 0.0345838069916 0.0637249946594 0.0637450218201 1.0
15 001.003 0 0.0312850475311 0.0724282327451 0.908004999161 0.0314059257507 0.0353538990021 0.0868010520935 0.289230108261 1.0
30 001.003 0 0.0314958095551 0.0520713507239 0.175901889801 0.031751871109 0.0354671478271 0.105776071548 0.133822202682 1.0
50 001.003 0 0.0314109325409 0.0571136051609 0.136898994446 0.0322120189667 0.0528209209442 0.0855538845062 0.106408119202 1.0
75 001.003 0 0.0309782028198 0.105247940336 1.31731104851 0.0319380760193 0.036041021347 0.126299858093 0.581347942352 1.0
100 001.003 0 0.0313341617584 0.32690042349 2.06754088402 0.0335831642151 0.0563268661499 1.22088718414 1.52673506737 0.969230769231
150 001.003 0 0.0313029289246 0.0601427285902 0.29810500145 0.0321390628815 0.0443139076233 0.100228071213 0.113692998886 1.0
200 001.003 0 0.699409008026 1.27174573609 2.54466199875 0.859582901001 1.3235411644 1.55477404594 1.63633203506 0.917721518987
300 001.003 0 4.0319340229 4.91042497054 8.48466205597 4.22711896896 4.8414850235 5.66425395012 5.87550902367 0.478260869565
