CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 006.001 0 0.0539779663086 0.0756285190583 0.0972790718079 0.0539779663086 0.0972790718079 0.0972790718079 0.0972790718079 1.0
5 006.001 0 0.0446419715881 0.054761616389 0.111135005951 0.0455360412598 0.0513060092926 0.0603408813477 0.111135005951 1.0
10 006.001 0 0.0442781448364 0.0686918497085 0.265622138977 0.0485529899597 0.056401014328 0.0767140388489 0.229759931564 1.0
15 006.001 0 0.0440480709076 0.0948059558868 1.3007979393 0.0450818538666 0.0566430091858 0.122875928879 0.171676158905 1.0
30 006.001 0 0.0457499027252 0.241692282937 0.92945098877 0.0664072036743 0.192467927933 0.496999979019 0.576202869415 1.0
50 006.001 0 0.179323911667 0.916197006093 2.60719895363 0.421690940857 0.796417951584 1.5909280777 1.84665083885 0.941860465116
75 006.001 0 0.10306596756 2.12310432726 8.59041905403 0.702211856842 1.89340996742 4.03329396248 4.9581758976 0.6875
100 006.001 0 0.146888971329 3.40278831466 8.58333301544 0.44748878479 3.02224397659 6.2360060215 7.12675380707 0.516393442623
150 006.001 0 0.175396203995 4.39041895375 16.611828804 0.894675970078 3.73673200607 8.85849690437 9.92422485352 0.455882352941
200 006.001 0 1.0906150341 6.04398245742 16.8495929241 1.41574001312 4.55769109726 12.3514339924 13.3068048954 0.36231884058
300 006.001 0 4.41686797142 10.7544527811 32.1825721264 5.14200901985 8.97017407417 20.2352640629 23.1959359646 0.111111111111
