CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 008.001 0 0.0389330387115 0.0389330387115 0.0389330387115 0.0389330387115 0.0389330387115 0.0389330387115 0.0389330387115 1.0
5 008.001 0 0.0317709445953 0.0426183223724 0.125603914261 0.0321769714355 0.0331699848175 0.0539848804474 0.125603914261 1.0
10 008.001 0 0.031240940094 0.0428370031817 0.137018918991 0.0317738056183 0.0343999862671 0.0550589561462 0.103821992874 1.0
15 008.001 0 0.0318911075592 0.0983866480894 0.980645895004 0.0340399742126 0.0442938804626 0.161379814148 0.313548088074 1.0
30 008.001 0 0.0340688228607 0.165071087824 0.719688177109 0.0407431125641 0.137250900269 0.360455989838 0.391204118729 1.0
50 008.001 0 0.0980710983276 0.902953581377 2.90727615356 0.201966047287 0.810934066772 1.43883299828 1.93304181099 0.954545454545
75 008.001 0 0.176831007004 2.17880820872 7.73695802689 0.681566953659 1.8731341362 4.37547898293 5.09885191917 0.679104477612
100 008.001 0 0.0528359413147 3.27707733891 9.16318106651 0.909857988358 2.57400894165 6.06562495232 7.66720700264 0.511363636364
150 008.001 0 0.301187992096 4.90930320387 19.9459779263 0.904376983643 4.38080000877 10.80488801 11.9033360481 0.445652173913
200 008.001 0 1.72608995438 7.23256116054 35.4136149883 2.46554398537 5.86940002441 13.7736570835 17.1802568436 0.264705882353
300 008.001 0 4.69580101967 11.1561185347 26.3048541546 5.02416086197 8.7891459465 19.9044570923 23.0509588718 0.0945945945946
